info @storybook/react v6.4.0
info 
info => Cleaning outputDir: /var/folders/r5/ljz0ppks0q74wsy4jpbdlmzc0000gn/T/chromatic--95838-L8AIr9HU2S73
info => Loading presets
info => Compiling manager..
info => Compiling preview..
info => Loading Webpack configuration from `node_modules/react-scripts`
info => Removing existing JavaScript and TypeScript rules.
info => Modifying Create React App rules.
info => Using default Webpack4 setup
<s> [webpack.Progress] 0% compiling
<s> [webpack.Progress] 10% building 0/0 modules 0 active 
<s> [webpack.Progress] 10% building 0/1 modules 1 active multi /Users/Kira/Desktop/Git/taskbox/node_modules/@storybook/core-server/node_modules/@storybook/core-client/dist/esm/globals/polyfills.js /Users/Kira/Desktop/Git/taskbox/node_modules/@storybook/core-server/node_modules/@storybook/core-client/dist/esm/globals/globals.js /Users/Kira/Desktop/Git/taskbox/storybook-init-framework-entry.js /Users/Kira/Desktop/Git/taskbox/node_modules/@storybook/addon-docs/dist/esm/frameworks/common/config.js-generated-config-entry.js /Users/Kira/Desktop/Git/taskbox/node_modules/@storybook/addon-docs/dist/esm/frameworks/react/config.js-generated-config-entry.js /Users/Kira/Desktop/Git/taskbox/node_modules/@storybook/react/dist/esm/client/preview/config-generated-config-entry.js /Users/Kira/Desktop/Git/taskbox/node_modules/@storybook/addon-links/dist/esm/preset/addDecorator.js-generated-config-entry.js /Users/Kira/Desktop/Git/taskbox/node_modules/@storybook/addon-actions/dist/esm/preset/addDecorator.js-generated-config-entry.js /Users/Kira/Desktop/Git/taskbox/node_modules/@storybook/addon-actions/dist/esm/preset/addArgs.js-generated-config-entry.js /Users/Kira/Desktop/Git/taskbox/node_modules/@storybook/addon-backgrounds/dist/esm/preset/addDecorator.js-generated-config-entry.js /Users/Kira/Desktop/Git/taskbox/node_modules/@storybook/addon-backgrounds/dist/esm/preset/addParameter.js-generated-config-entry.js /Users/Kira/Desktop/Git/taskbox/node_modules/@storybook/addon-measure/dist/esm/preset/addDecorator.js-generated-config-entry.js /Users/Kira/Desktop/Git/taskbox/node_modules/@storybook/addon-outline/dist/esm/preset/addDecorator.js-generated-config-entry.js /Users/Kira/Desktop/Git/taskbox/node_modules/@storybook/addon-interactions/dist/esm/preset/argsEnhancers.js-generated-config-entry.js /Users/Kira/Desktop/Git/taskbox/.storybook/preview.js-generated-config-entry.js /Users/Kira/Desktop/Git/taskbox/generated-stories-entry.js
<s> [webpack.Progress] 10% building 1/1 modules 0 active 
<s> [webpack.Progress] 67% building 845/879 modules 34 active /Users/Kira/Desktop/Git/taskbox/node_modules/parse-entities/index.js
<s> [webpack.Progress] 67% building 845/880 modules 35 active /Users/Kira/Desktop/Git/taskbox/node_modules/lodash/_getAllKeysIn.js
<s> [webpack.Progress] 67% building 845/881 modules 36 active /Users/Kira/Desktop/Git/taskbox/node_modules/lodash/_getAllKeys.js
<s> [webpack.Progress] 67% building 845/882 modules 37 active /Users/Kira/Desktop/Git/taskbox/node_modules/symbol.prototype.description/implementation.js
<s> [webpack.Progress] 67% building 845/883 modules 38 active /Users/Kira/Desktop/Git/taskbox/node_modules/lodash/_copySymbolsIn.js
<s> [webpack.Progress] 67% building 846/883 modules 37 active /Users/Kira/Desktop/Git/taskbox/node_modules/lodash/_copySymbolsIn.js
<s> [webpack.Progress] 67% building 847/883 modules 36 active /Users/Kira/Desktop/Git/taskbox/node_modules/lodash/_copySymbolsIn.js
<s> [webpack.Progress] 67% building 848/883 modules 35 active /Users/Kira/Desktop/Git/taskbox/node_modules/lodash/_copySymbolsIn.js
<s> [webpack.Progress] 67% building 849/883 modules 34 active /Users/Kira/Desktop/Git/taskbox/node_modules/lodash/_copySymbolsIn.js
<s> [webpack.Progress] 67% building 850/883 modules 33 active /Users/Kira/Desktop/Git/taskbox/node_modules/lodash/_copySymbolsIn.js
<s> [webpack.Progress] 67% building 851/883 modules 32 active /Users/Kira/Desktop/Git/taskbox/node_modules/lodash/_copySymbolsIn.js
<s> [webpack.Progress] 67% building 852/883 modules 31 active /Users/Kira/Desktop/Git/taskbox/node_modules/lodash/_copySymbolsIn.js
<s> [webpack.Progress] 67% building 853/883 modules 30 active /Users/Kira/Desktop/Git/taskbox/node_modules/lodash/_copySymbolsIn.js
<s> [webpack.Progress] 67% building 853/884 modules 31 active /Users/Kira/Desktop/Git/taskbox/node_modules/lodash/_copySymbols.js
<s> [webpack.Progress] 67% building 853/885 modules 32 active /Users/Kira/Desktop/Git/taskbox/node_modules/lodash/_copyArray.js
<s> [webpack.Progress] 67% building 854/885 modules 31 active /Users/Kira/Desktop/Git/taskbox/node_modules/lodash/_copyArray.js
<s> [webpack.Progress] 67% building 855/885 modules 30 active /Users/Kira/Desktop/Git/taskbox/node_modules/lodash/_copyArray.js
<s> [webpack.Progress] 68% building 856/885 modules 29 active /Users/Kira/Desktop/Git/taskbox/node_modules/lodash/_copyArray.js
<s> [webpack.Progress] 67% building 856/886 modules 30 active /Users/Kira/Desktop/Git/taskbox/node_modules/lodash/_cloneBuffer.js
<s> [webpack.Progress] 68% building 857/886 modules 29 active /Users/Kira/Desktop/Git/taskbox/node_modules/lodash/_cloneBuffer.js
<s> [webpack.Progress] 68% building 858/886 modules 28 active /Users/Kira/Desktop/Git/taskbox/node_modules/lodash/_cloneBuffer.js
<s> [webpack.Progress] 68% building 859/886 modules 27 active /Users/Kira/Desktop/Git/taskbox/node_modules/lodash/_cloneBuffer.js
<s> [webpack.Progress] 68% building 860/886 modules 26 active /Users/Kira/Desktop/Git/taskbox/node_modules/lodash/_cloneBuffer.js
<s> [webpack.Progress] 68% building 860/887 modules 27 active /Users/Kira/Desktop/Git/taskbox/node_modules/lodash/_baseAssignIn.js
<s> [webpack.Progress] 68% building 860/888 modules 28 active /Users/Kira/Desktop/Git/taskbox/node_modules/lodash/_baseAssign.js
<s> [webpack.Progress] 68% building 861/888 modules 27 active /Users/Kira/Desktop/Git/taskbox/node_modules/lodash/_baseAssign.js
<s> [webpack.Progress] 68% building 862/888 modules 26 active /Users/Kira/Desktop/Git/taskbox/node_modules/lodash/_baseAssign.js
<s> [webpack.Progress] 68% building 863/888 modules 25 active /Users/Kira/Desktop/Git/taskbox/node_modules/lodash/_baseAssign.js
<s> [webpack.Progress] 68% building 864/888 modules 24 active /Users/Kira/Desktop/Git/taskbox/node_modules/lodash/_baseAssign.js
<s> [webpack.Progress] 68% building 865/888 modules 23 active /Users/Kira/Desktop/Git/taskbox/node_modules/lodash/_baseAssign.js
<s> [webpack.Progress] 68% building 865/889 modules 24 active /Users/Kira/Desktop/Git/taskbox/node_modules/es-abstract/helpers/callBound.js
<s> [webpack.Progress] 68% building 866/889 modules 23 active /Users/Kira/Desktop/Git/taskbox/node_modules/es-abstract/helpers/callBound.js
<s> [webpack.Progress] 68% building 866/890 modules 24 active /Users/Kira/Desktop/Git/taskbox/node_modules/hastscript/html.js
<s> [webpack.Progress] 68% building 867/890 modules 23 active /Users/Kira/Desktop/Git/taskbox/node_modules/hastscript/html.js
<s> [webpack.Progress] 68% building 867/891 modules 24 active /Users/Kira/Desktop/Git/taskbox/node_modules/@testing-library/dom/node_modules/aria-query/lib/index.js
<s> [webpack.Progress] 68% building 868/891 modules 23 active /Users/Kira/Desktop/Git/taskbox/node_modules/@testing-library/dom/node_modules/aria-query/lib/index.js
<s> [webpack.Progress] 68% building 869/891 modules 22 active /Users/Kira/Desktop/Git/taskbox/node_modules/@testing-library/dom/node_modules/aria-query/lib/index.js
<s> [webpack.Progress] 68% building 869/892 modules 23 active /Users/Kira/Desktop/Git/taskbox/node_modules/dom-accessibility-api/dist/index.mjs
<s> [webpack.Progress] 68% building 870/892 modules 22 active /Users/Kira/Desktop/Git/taskbox/node_modules/dom-accessibility-api/dist/index.mjs
<s> [webpack.Progress] 68% building 870/893 modules 23 active /Users/Kira/Desktop/Git/taskbox/node_modules/lodash/_assignValue.js
<s> [webpack.Progress] 68% building 871/893 modules 22 active /Users/Kira/Desktop/Git/taskbox/node_modules/lodash/_assignValue.js
<s> [webpack.Progress] 68% building 872/893 modules 21 active /Users/Kira/Desktop/Git/taskbox/node_modules/lodash/_assignValue.js
<s> [webpack.Progress] 68% building 873/893 modules 20 active /Users/Kira/Desktop/Git/taskbox/node_modules/lodash/_assignValue.js
<s> [webpack.Progress] 68% building 874/893 modules 19 active /Users/Kira/Desktop/Git/taskbox/node_modules/lodash/_assignValue.js
<s> [webpack.Progress] 68% building 875/893 modules 18 active /Users/Kira/Desktop/Git/taskbox/node_modules/lodash/_assignValue.js
<s> [webpack.Progress] 68% building 875/894 modules 19 active /Users/Kira/Desktop/Git/taskbox/node_modules/@testing-library/dom/node_modules/pretty-format/build/index.js
<s> [webpack.Progress] 68% building 876/894 modules 18 active /Users/Kira/Desktop/Git/taskbox/node_modules/@testing-library/dom/node_modules/pretty-format/build/index.js
<s> [webpack.Progress] 68% building 876/895 modules 19 active /Users/Kira/Desktop/Git/taskbox/node_modules/lodash/_arrayEach.js
<s> [webpack.Progress] 68% building 877/895 modules 18 active /Users/Kira/Desktop/Git/taskbox/node_modules/lodash/_arrayEach.js
<s> [webpack.Progress] 68% building 877/896 modules 19 active /Users/Kira/Desktop/Git/taskbox/node_modules/@babel/runtime/helpers/inheritsLoose.js
<s> [webpack.Progress] 68% building 878/896 modules 18 active /Users/Kira/Desktop/Git/taskbox/node_modules/@babel/runtime/helpers/inheritsLoose.js
<s> [webpack.Progress] 68% building 879/896 modules 17 active /Users/Kira/Desktop/Git/taskbox/node_modules/@babel/runtime/helpers/inheritsLoose.js
<s> [webpack.Progress] 68% building 880/896 modules 16 active /Users/Kira/Desktop/Git/taskbox/node_modules/@babel/runtime/helpers/inheritsLoose.js
<s> [webpack.Progress] 68% building 881/896 modules 15 active /Users/Kira/Desktop/Git/taskbox/node_modules/@babel/runtime/helpers/inheritsLoose.js
<s> [webpack.Progress] 69% building 882/896 modules 14 active /Users/Kira/Desktop/Git/taskbox/node_modules/@babel/runtime/helpers/inheritsLoose.js
<s> [webpack.Progress] 69% building 883/896 modules 13 active /Users/Kira/Desktop/Git/taskbox/node_modules/@babel/runtime/helpers/inheritsLoose.js
<s> [webpack.Progress] 69% building 884/896 modules 12 active /Users/Kira/Desktop/Git/taskbox/node_modules/@babel/runtime/helpers/inheritsLoose.js
<s> [webpack.Progress] 69% building 885/896 modules 11 active /Users/Kira/Desktop/Git/taskbox/node_modules/@babel/runtime/helpers/inheritsLoose.js
<s> [webpack.Progress] 69% building 886/896 modules 10 active /Users/Kira/Desktop/Git/taskbox/node_modules/@babel/runtime/helpers/inheritsLoose.js
<s> [webpack.Progress] 69% building 887/896 modules 9 active /Users/Kira/Desktop/Git/taskbox/node_modules/@babel/runtime/helpers/inheritsLoose.js
<s> [webpack.Progress] 69% building 887/897 modules 10 active /Users/Kira/Desktop/Git/taskbox/node_modules/use-isomorphic-layout-effect/dist/use-isomorphic-layout-effect.browser.esm.js
<s> [webpack.Progress] 69% building 887/898 modules 11 active /Users/Kira/Desktop/Git/taskbox/node_modules/object.getownpropertydescriptors/node_modules/es-abstract/5/Type.js
<s> [webpack.Progress] 69% building 888/898 modules 10 active /Users/Kira/Desktop/Git/taskbox/node_modules/object.getownpropertydescriptors/node_modules/es-abstract/5/Type.js
<s> [webpack.Progress] 69% building 888/899 modules 11 active /Users/Kira/Desktop/Git/taskbox/node_modules/object.getownpropertydescriptors/node_modules/es-abstract/helpers/isNaN.js
<s> [webpack.Progress] 69% building 888/900 modules 12 active /Users/Kira/Desktop/Git/taskbox/node_modules/@storybook/testing-library/node_modules/@testing-library/user-event/dist/keyboard/shared/index.js
<s> [webpack.Progress] 69% building 888/901 modules 13 active /Users/Kira/Desktop/Git/taskbox/node_modules/@emotion/memoize/dist/memoize.browser.esm.js
<s> [webpack.Progress] 69% building 888/902 modules 14 active /Users/Kira/Desktop/Git/taskbox/node_modules/@emotion/hash/dist/hash.browser.esm.js
<s> [webpack.Progress] 69% building 888/903 modules 15 active /Users/Kira/Desktop/Git/taskbox/node_modules/has/src/index.js
<s> [webpack.Progress] 68% building 888/904 modules 16 active /Users/Kira/Desktop/Git/taskbox/node_modules/@emotion/css/dist/css.browser.esm.js
<s> [webpack.Progress] 69% building 889/904 modules 15 active /Users/Kira/Desktop/Git/taskbox/node_modules/@emotion/css/dist/css.browser.esm.js
<s> [webpack.Progress] 68% building 889/905 modules 16 active /Users/Kira/Desktop/Git/taskbox/node_modules/lodash/_mapCacheClear.js
<s> [webpack.Progress] 69% building 890/905 modules 15 active /Users/Kira/Desktop/Git/taskbox/node_modules/lodash/_mapCacheClear.js
<s> [webpack.Progress] 68% building 890/906 modules 16 active /Users/Kira/Desktop/Git/taskbox/node_modules/lodash/_mapCacheSet.js
<s> [webpack.Progress] 68% building 890/907 modules 17 active /Users/Kira/Desktop/Git/taskbox/node_modules/lodash/_assocIndexOf.js
<s> [webpack.Progress] 68% building 891/907 modules 16 active /Users/Kira/Desktop/Git/taskbox/node_modules/lodash/_assocIndexOf.js
<s> [webpack.Progress] 69% building 892/907 modules 15 active /Users/Kira/Desktop/Git/taskbox/node_modules/lodash/_assocIndexOf.js
<s> [webpack.Progress] 68% building 892/908 modules 16 active /Users/Kira/Desktop/Git/taskbox/node_modules/@popperjs/core/lib/modifiers/applyStyles.js
<s> [webpack.Progress] 68% building 892/909 modules 17 active /Users/Kira/Desktop/Git/taskbox/node_modules/@popperjs/core/lib/modifiers/index.js
<s> [webpack.Progress] 68% building 892/910 modules 18 active /Users/Kira/Desktop/Git/taskbox/node_modules/@popperjs/core/lib/modifiers/hide.js
<s> [webpack.Progress] 68% building 892/911 modules 19 active /Users/Kira/Desktop/Git/taskbox/node_modules/@popperjs/core/lib/modifiers/preventOverflow.js
<s> [webpack.Progress] 68% building 892/912 modules 20 active /Users/Kira/Desktop/Git/taskbox/node_modules/@popperjs/core/lib/modifiers/arrow.js
<s> [webpack.Progress] 68% building 892/913 modules 21 active /Users/Kira/Desktop/Git/taskbox/node_modules/@popperjs/core/lib/modifiers/flip.js
<s> [webpack.Progress] 68% building 892/914 modules 22 active /Users/Kira/Desktop/Git/taskbox/node_modules/@emotion/sheet/dist/sheet.browser.esm.js
<s> [webpack.Progress] 68% building 892/915 modules 23 active /Users/Kira/Desktop/Git/taskbox/node_modules/lodash/_DataView.js
<s> [webpack.Progress] 68% building 893/915 modules 22 active /Users/Kira/Desktop/Git/taskbox/node_modules/lodash/_DataView.js
<s> [webpack.Progress] 68% building 893/916 modules 23 active /Users/Kira/Desktop/Git/taskbox/node_modules/lodash/_WeakMap.js
<s> [webpack.Progress] 68% building 893/917 modules 24 active /Users/Kira/Desktop/Git/taskbox/node_modules/lodash/_Set.js
<s> [webpack.Progress] 68% building 893/918 modules 25 active /Users/Kira/Desktop/Git/taskbox/node_modules/lodash/_Promise.js
<s> [webpack.Progress] 68% building 893/919 modules 26 active /Users/Kira/Desktop/Git/taskbox/node_modules/@popperjs/core/lib/dom-utils/getCompositeRect.js
<s> [webpack.Progress] 68% building 893/920 modules 27 active /Users/Kira/Desktop/Git/taskbox/node_modules/lodash/uniq.js
<s> [webpack.Progress] 68% building 894/920 modules 26 active /Users/Kira/Desktop/Git/taskbox/node_modules/lodash/uniq.js
<s> [webpack.Progress] 68% building 895/920 modules 25 active /Users/Kira/Desktop/Git/taskbox/node_modules/lodash/uniq.js
<s> [webpack.Progress] 68% building 896/920 modules 24 active /Users/Kira/Desktop/Git/taskbox/node_modules/lodash/uniq.js
<s> [webpack.Progress] 68% building 896/921 modules 25 active /Users/Kira/Desktop/Git/taskbox/node_modules/lodash/_setToArray.js
<s> [webpack.Progress] 68% building 896/922 modules 26 active /Users/Kira/Desktop/Git/taskbox/node_modules/lodash/_mapToArray.js
<s> [webpack.Progress] 68% building 896/923 modules 27 active /Users/Kira/Desktop/Git/taskbox/node_modules/lodash/eq.js
<s> [webpack.Progress] 68% building 896/924 modules 28 active /Users/Kira/Desktop/Git/taskbox/node_modules/lodash/_Uint8Array.js
<s> [webpack.Progress] 68% building 896/925 modules 29 active /Users/Kira/Desktop/Git/taskbox/node_modules/promise.prototype.finally/node_modules/es-abstract/2018/Type.js
<s> [webpack.Progress] 68% building 896/926 modules 30 active /Users/Kira/Desktop/Git/taskbox/node_modules/promise.prototype.finally/node_modules/es-abstract/2018/SpeciesConstructor.js
<s> [webpack.Progress] 67% building 896/927 modules 31 active /Users/Kira/Desktop/Git/taskbox/node_modules/promise.prototype.finally/node_modules/es-abstract/2018/IsCallable.js
<s> [webpack.Progress] 68% building 897/927 modules 30 active /Users/Kira/Desktop/Git/taskbox/node_modules/promise.prototype.finally/node_modules/es-abstract/2018/IsCallable.js
<s> [webpack.Progress] 68% building 898/927 modules 29 active /Users/Kira/Desktop/Git/taskbox/node_modules/promise.prototype.finally/node_modules/es-abstract/2018/IsCallable.js
<s> [webpack.Progress] 68% building 899/927 modules 28 active /Users/Kira/Desktop/Git/taskbox/node_modules/promise.prototype.finally/node_modules/es-abstract/2018/IsCallable.js
<s> [webpack.Progress] 68% building 900/927 modules 27 active /Users/Kira/Desktop/Git/taskbox/node_modules/promise.prototype.finally/node_modules/es-abstract/2018/IsCallable.js
<s> [webpack.Progress] 68% building 900/928 modules 28 active /Users/Kira/Desktop/Git/taskbox/node_modules/dom-accessibility-api/dist/accessible-description.mjs
<s> [webpack.Progress] 68% building 901/928 modules 27 active /Users/Kira/Desktop/Git/taskbox/node_modules/dom-accessibility-api/dist/accessible-description.mjs
<s> [webpack.Progress] 68% building 902/928 modules 26 active /Users/Kira/Desktop/Git/taskbox/node_modules/dom-accessibility-api/dist/accessible-description.mjs
<s> [webpack.Progress] 68% building 903/928 modules 25 active /Users/Kira/Desktop/Git/taskbox/node_modules/dom-accessibility-api/dist/accessible-description.mjs
<s> [webpack.Progress] 68% building 904/928 modules 24 active /Users/Kira/Desktop/Git/taskbox/node_modules/dom-accessibility-api/dist/accessible-description.mjs
<s> [webpack.Progress] 68% building 905/928 modules 23 active /Users/Kira/Desktop/Git/taskbox/node_modules/dom-accessibility-api/dist/accessible-description.mjs
<s> [webpack.Progress] 68% building 905/929 modules 24 active /Users/Kira/Desktop/Git/taskbox/node_modules/react-fast-compare/index.js
<s> [webpack.Progress] 68% building 905/930 modules 25 active /Users/Kira/Desktop/Git/taskbox/node_modules/lodash/debounce.js
<s> [webpack.Progress] 68% building 906/930 modules 24 active /Users/Kira/Desktop/Git/taskbox/node_modules/lodash/debounce.js
<s> [webpack.Progress] 68% building 907/930 modules 23 active /Users/Kira/Desktop/Git/taskbox/node_modules/lodash/debounce.js
<s> [webpack.Progress] 68% building 908/930 modules 22 active /Users/Kira/Desktop/Git/taskbox/node_modules/lodash/debounce.js
<s> [webpack.Progress] 68% building 909/930 modules 21 active /Users/Kira/Desktop/Git/taskbox/node_modules/lodash/debounce.js
<s> [webpack.Progress] 68% building 910/930 modules 20 active /Users/Kira/Desktop/Git/taskbox/node_modules/lodash/debounce.js
<s> [webpack.Progress] 68% building 911/930 modules 19 active /Users/Kira/Desktop/Git/taskbox/node_modules/lodash/debounce.js
<s> [webpack.Progress] 68% building 912/930 modules 18 active /Users/Kira/Desktop/Git/taskbox/node_modules/lodash/debounce.js
<s> [webpack.Progress] 68% building 913/930 modules 17 active /Users/Kira/Desktop/Git/taskbox/node_modules/lodash/debounce.js
<s> [webpack.Progress] 68% building 913/931 modules 18 active /Users/Kira/Desktop/Git/taskbox/node_modules/color-convert/index.js
<s> [webpack.Progress] 68% building 913/932 modules 19 active /Users/Kira/Desktop/Git/taskbox/node_modules/core-js/modules/web.url-search-params.js
<s> [webpack.Progress] 68% building 914/932 modules 18 active /Users/Kira/Desktop/Git/taskbox/node_modules/core-js/modules/web.url-search-params.js
<s> [webpack.Progress] 68% building 914/933 modules 19 active /Users/Kira/Desktop/Git/taskbox/node_modules/warning/warning.js
<s> [webpack.Progress] 68% building 915/933 modules 18 active /Users/Kira/Desktop/Git/taskbox/node_modules/warning/warning.js
<s> [webpack.Progress] 68% building 916/933 modules 17 active /Users/Kira/Desktop/Git/taskbox/node_modules/warning/warning.js
<s> [webpack.Progress] 68% building 917/933 modules 16 active /Users/Kira/Desktop/Git/taskbox/node_modules/warning/warning.js
<s> [webpack.Progress] 69% building 918/933 modules 15 active /Users/Kira/Desktop/Git/taskbox/node_modules/warning/warning.js
<s> [webpack.Progress] 68% building 918/934 modules 16 active /Users/Kira/Desktop/Git/taskbox/node_modules/core-js/internals/string-punycode-to-ascii.js
<s> [webpack.Progress] 69% building 919/934 modules 15 active /Users/Kira/Desktop/Git/taskbox/node_modules/core-js/internals/string-punycode-to-ascii.js
<s> [webpack.Progress] 69% building 920/934 modules 14 active /Users/Kira/Desktop/Git/taskbox/node_modules/core-js/internals/string-punycode-to-ascii.js
<s> [webpack.Progress] 69% building 920/935 modules 15 active /Users/Kira/Desktop/Git/taskbox/node_modules/core-js/internals/array-from.js
<s> [webpack.Progress] 68% building 920/936 modules 16 active /Users/Kira/Desktop/Git/taskbox/node_modules/object.getownpropertydescriptors/node_modules/es-abstract/helpers/isPrimitive.js
<s> [webpack.Progress] 68% building 920/937 modules 17 active /Users/Kira/Desktop/Git/taskbox/node_modules/lodash/_SetCache.js
<s> [webpack.Progress] 68% building 920/938 modules 18 active /Users/Kira/Desktop/Git/taskbox/node_modules/@emotion/cache/dist/cache.browser.esm.js
<s> [webpack.Progress] 68% building 920/939 modules 19 active /Users/Kira/Desktop/Git/taskbox/node_modules/object.getownpropertydescriptors/node_modules/es-abstract/2019/ToPropertyDescriptor.js
